0	143	1
1	119	1
2	130	1
3	56	1
3	106	1
3	119	1
3	124	1
3	130	1
4	56	1
4	106	1
4	119	1
4	124	1
4	130	1
5	32	1
6	32	1
7	119	1
8	6	1
8	130	1
8	134	1
9	6	1
10	119	1
11	119	1
12	119	1
13	119	1
14	32	1
15	32	1
16	32	1
17	32	1
18	32	1
19	119	1
20	59	1
21	2	1
21	106	1
22	142	1
22	143	1
23	65	1
24	119	1
25	119	1
26	119	1
27	124	1
28	113	1
29	106	1
30	124	1
31	101	1
32	101	1
33	59	1
33	106	1
34	59	1
34	106	1
35	106	1
36	106	1
37	106	1
38	106	1
39	106	1
40	2	1
40	106	1
41	106	1
42	106	1
43	106	1
44	106	1
45	119	1
45	124	1
46	119	1
46	124	1
47	106	1
48	140	1
48	145	1
49	8	1
49	66	1
50	119	1
51	119	1
52	106	1
52	119	1
53	119	1
54	119	1
55	119	1
56	119	1
57	119	1
58	119	1
59	119	1
60	119	1
61	130	1
62	130	1
63	26	1
63	28	1
64	119	1
65	26	1
65	28	1
66	26	1
66	28	1
67	106	1
68	106	1
69	106	1
70	119	1
71	113	1
72	65	1
73	59	1
74	140	1
74	145	1
75	119	1
76	59	1
77	140	1
77	145	1
77	142	1
77	143	1
78	106	1
79	119	1
80	119	1
81	119	1
82	119	1
83	119	1
84	119	1
85	56	1
85	57	1
85	58	1
85	59	1
85	106	1
85	119	1
85	124	1
86	119	1
87	56	1
87	57	1
87	58	1
87	59	1
87	106	1
87	119	1
87	124	1
88	56	1
88	57	1
88	58	1
88	59	1
88	106	1
88	119	1
88	124	1
89	56	1
89	57	1
89	58	1
89	59	1
89	106	1
89	119	1
89	124	1
90	119	1
91	20	1
92	142	1
92	143	1
93	65	1
94	119	1
95	106	1
96	130	1
96	134	1
97	119	1
98	119	1
99	106	1
100	119	1
101	119	1
101	124	1
102	119	1
102	124	1
103	113	1
104	113	1
105	65	1
106	119	1
107	119	1
108	106	1
109	119	1
110	65	1
111	119	1
112	119	1
113	119	1
114	119	1
115	9	1
115	115	1
116	66	1
117	119	1
118	18	1
118	32	1
119	119	1
120	119	1
121	20	1
121	119	1
121	124	1
122	106	1
123	119	1
124	119	1
125	106	1
126	106	1
127	65	1
128	116	1
129	119	1
130	59	1
131	59	1
132	119	1
133	119	1
134	106	1
135	32	1
136	59	1
137	106	1
138	65	1
139	119	1
140	106	1
141	140	1
141	141	1
141	142	1
141	145	1
142	65	1
143	140	1
143	145	1
144	119	1
145	145	1
146	119	1
147	26	1
147	28	1
148	32	1
149	143	1
150	32	1
151	106	1
152	106	1
153	9	1
153	115	1
154	106	1
155	106	1
156	32	1
157	32	1
158	106	1
159	106	1
160	32	1
161	59	1
162	106	1
163	106	1
164	106	1
165	106	1
166	59	1
167	106	1
168	106	1
169	116	1
170	106	1
171	106	1
172	106	1
173	106	1
174	106	1
175	106	1
176	106	1
177	106	1
178	100	1
179	32	1
180	78	1
181	106	1
182	102	1
182	51	1
183	32	1
184	73	1
184	139	1
185	70	1
186	38	1
187	106	1
188	117	1
189	32	1
190	32	1
190	106	1
190	102	1
191	130	1
192	32	1
193	45	1
194	32	1
195	32	1
196	124	1
197	18	1
197	59	1
197	98	1
197	32	1
198	119	1
199	80	1
200	59	1
200	90	1
200	103	1
200	104	1
201	59	1
202	106	1
203	94	1
204	20	1
205	42	1
205	20	1
205	87	1
206	32	1
207	131	1
207	106	1
207	20	1
207	87	1
207	119	1
208	78	1
209	15	1
210	106	1
211	130	1
212	20	1
212	106	1
212	113	1
212	145	1
213	59	1
213	143	1
214	59	1
215	106	1
215	119	1
215	143	1
216	106	1
216	119	1
216	143	1
217	32	1
218	78	1
218	77	1
219	99	1
220	32	1
221	124	1
222	32	1
223	53	1
223	59	1
223	82	1
223	106	1
224	131	1
225	106	1
225	59	1
225	91	1
225	26	1
225	28	1
225	119	1
226	42	1
226	87	1
227	20	1
227	40	1
228	85	1
228	130	1
229	42	1
230	32	1
231	29	1
232	106	1
232	26	1
232	28	1
232	119	1
233	106	1
234	94	1
235	142	1
235	143	1
236	95	1
236	87	1
237	32	1
238	32	1
239	106	1
240	101	1
241	119	1
241	59	1
242	59	1
243	65	1
243	132	1
244	32	1
245	45	1
246	32	1
247	59	1
248	5	1
248	16	1
248	67	1
248	96	1
248	106	1
248	110	1
248	116	1
249	59	1
250	78	1
251	32	1
252	119	1
253	106	1
254	29	1
255	106	1
255	119	1
255	128	1
256	119	1
256	56	1
256	106	1
256	128	1
256	32	1
256	34	1
256	36	1
257	78	1
258	113	1
259	32	1
260	116	1
261	32	1
262	65	1
263	32	1
264	32	1
265	32	1
266	106	1
266	56	1
266	119	1
266	124	1
266	130	1
267	9	1
267	115	1
267	66	1
268	107	1
268	9	1
268	115	1
268	66	1
269	138	1
270	119	1
270	59	1
270	106	1
271	106	1
272	78	1
273	119	1
274	32	1
275	94	1
276	32	1
277	32	1
278	59	1
278	106	1
278	119	1
279	27	1
279	59	1
279	84	1
279	106	1
279	119	1
279	124	1
280	130	1
281	6	1
281	130	1
281	134	1
282	130	1
283	39	1
283	106	1
283	113	1
283	119	1
283	59	1
283	130	1
284	32	1
285	26	1
285	28	1
285	106	1
285	50	1
286	50	1
287	106	1
287	124	1
287	10	1
288	119	1
289	106	1
290	59	1
291	42	1
291	131	1
291	87	1
292	131	1
293	87	1
293	119	1
294	42	1
294	131	1
294	59	1
295	22	1
296	42	1
297	59	1
297	119	1
298	42	1
298	131	1
299	106	1
299	59	1
300	65	1
300	20	1
300	87	1
300	82	1
300	102	1
300	119	1
300	130	1
301	42	1
301	59	1
302	59	1
302	119	1
302	87	1
303	59	1
304	59	1
304	106	1
305	22	1
306	20	1
306	131	1
306	2	1
306	87	1
307	131	1
308	42	1
308	87	1
309	59	1
309	131	1
309	87	1
309	119	1
310	119	1
310	59	1
310	106	1
311	59	1
312	132	1
313	59	1
313	106	1
313	131	1
313	128	1
313	90	1
313	103	1
313	104	1
313	29	1
314	26	1
314	28	1
315	59	1
315	119	1
316	59	1
316	119	1
316	132	1
317	131	1
318	42	1
318	87	1
319	131	1
319	20	1
320	19	1
321	59	1
322	32	1
323	119	1
323	124	1
324	59	1
324	119	1
324	14	1
325	59	1
325	31	1
325	20	1
326	130	1
326	32	1
327	119	1
327	130	1
328	32	1
329	59	1
329	106	1
329	119	1
330	106	1
331	59	1
332	130	1
332	106	1
332	128	1
333	32	1
334	76	1
335	140	1
335	145	1
335	26	1
335	28	1
335	142	1
335	143	1
336	106	1
336	32	1
337	106	1
338	65	1
339	20	1
339	106	1
339	65	1
339	59	1
339	128	1
339	90	1
339	103	1
339	104	1
339	119	1
339	94	1
340	59	1
341	32	1
341	106	1
342	44	1
343	119	1
344	118	1
344	91	1
345	119	1
346	119	1
347	118	1
347	101	1
348	32	1
349	64	1
350	59	1
351	32	1
351	130	1
352	106	1
352	59	1
352	130	1
353	42	1
353	106	1
353	131	1
353	132	1
353	59	1
353	87	1
354	32	1
355	59	1
356	94	1
357	59	1
358	32	1
359	27	1
359	59	1
359	84	1
359	106	1
359	119	1
359	124	1
360	59	1
360	48	1
360	106	1
360	119	1
360	140	1
361	59	1
362	106	1
363	106	1
364	106	1
364	26	1
364	28	1
364	59	1
364	143	1
364	144	1
364	145	1
364	130	1
364	102	1
364	116	1
364	8	1
364	40	1
364	52	1
364	54	1
364	83	1
364	109	1
364	112	1
364	32	1
365	82	1
365	106	1
366	119	1
366	131	1
366	42	1
367	106	1
368	106	1
369	59	1
369	91	1
370	106	1
371	119	1
372	72	1
373	59	1
374	119	1
374	124	1
375	57	1
376	130	1
377	92	1
378	119	1
379	77	1
380	119	1
381	119	1
382	119	1
383	119	1
384	119	1
385	119	1
386	101	1
387	106	1
388	78	1
389	106	1
390	59	1
391	12	1
392	65	1
393	119	1
394	119	1
395	32	1
396	106	1
396	6	1
396	130	1
396	134	1
397	6	1
397	130	1
397	134	1
398	119	1
399	119	1
400	106	1
401	131	1
401	87	1
402	29	1
403	78	1
404	49	1
405	119	1
405	124	1
406	50	1
407	50	1
408	106	1
409	32	1
410	106	1
410	6	1
410	130	1
410	134	1
411	119	1
412	6	1
412	130	1
412	134	1
413	106	1
414	78	1
415	106	1
415	59	1
415	119	1
416	59	1
416	106	1
417	105	1
418	119	1
419	119	1
420	119	1
421	130	1
422	32	1
423	78	1
424	119	1
424	59	1
425	119	1
425	124	1
426	130	1
426	106	1
426	128	1
427	78	1
428	20	1
429	65	1
430	106	1
431	50	1
432	50	1
433	32	1
434	32	1
434	50	1
435	119	1
435	124	1
435	26	1
435	28	1
435	32	1
435	50	1
435	130	1
435	8	1
435	40	1
435	52	1
435	54	1
435	83	1
435	109	1
435	112	1
435	116	1
435	131	1
436	59	1
436	119	1
437	59	1
437	106	1
438	59	1
438	65	1
439	130	1
440	59	1
440	101	1
441	106	1
442	106	1
442	26	1
442	28	1
442	59	1
443	106	1
444	26	1
444	28	1
445	20	1
446	94	1
447	116	1
448	119	1
449	106	1
449	56	1
449	119	1
449	124	1
449	130	1
450	119	1
451	106	1
451	119	1
451	59	1
452	31	1
453	32	1
453	37	1
453	119	1
453	26	1
453	28	1
453	33	1
453	38	1
453	124	1
454	59	1
454	132	1
455	119	1
456	82	1
457	106	1
457	119	1
457	59	1
458	32	1
459	59	1
460	65	1
461	42	1
462	42	1
463	32	1
464	32	1
465	32	1
466	78	1
467	59	1
468	59	1
469	106	1
469	128	1
470	119	1
471	106	1
472	106	1
472	113	1
472	124	1
473	130	1
473	106	1
474	106	1
475	59	1
475	114	1
475	136	1
475	119	1
476	59	1
476	106	1
477	50	1
477	119	1
477	59	1
477	130	1
478	59	1
479	50	1
480	50	1
481	73	1
482	132	1
483	65	1
484	60	1
484	23	1
485	59	1
485	20	1
486	20	1
487	31	1
488	6	1
488	130	1
488	134	1
489	143	1
490	128	1
491	59	1
492	32	1
493	32	1
494	32	1
495	26	1
495	106	1
495	119	1
495	120	1
495	121	1
495	122	1
495	123	1
495	124	1
496	106	1
497	59	1
497	143	1
498	119	1
499	59	1
499	143	1
499	146	1
499	119	1
500	131	1
501	32	1
502	56	1
502	106	1
502	119	1
502	124	1
502	130	1
503	32	1
503	34	1
503	35	1
503	37	1
503	38	1
504	32	1
504	34	1
505	32	1
506	119	1
507	106	1
508	130	1
509	106	1
510	73	1
511	2	1
511	26	1
511	59	1
511	82	1
511	106	1
511	113	1
511	119	1
512	32	1
513	59	1
513	119	1
513	20	1
514	59	1
